,lineItem/UsageAccountId,lineItem/ResourceId,bill/BillingPeriodStartDate,lineItem/UsageAmount_ComputeHours,lineItem/UsageAmount_StorageGB,lineItem/UsageAmount_APIRequests,lineItem/UnblendedCost,product/ProductName,lineItem/LineItemDescription
1387,ML-Training,rs-072c560,2026-06,0.0,0.0,5257855.2,262.896,Redshift,Spectrum queries
1388,Internal-Tools,s3-02bd407,2026-06,0.0,8863.08,553941.6,221.58,S3,Log archive bucket
1389,ML-Training,ebs-0974587,2026-06,0.0,848.7599999999999,0.0,530.4119999999999,EBS,io2 volumes database
1390,Customer-Portal,i-0930835,2026-06,653.7599999999999,0.0,0.0,47.711999999999996,EC2,t3.micro bastion host
1391,Security-Ops,s3-0771322,2026-06,0.0,23492.88,4698567.6,822.24,S3,Data lake raw zone
1392,Data-Science,i-0d23982,2026-06,470.4,0.0,0.0,1363.98,EC2,c5.2xlarge HPC node
1393,Finance-Systems,s3-08dd455,2026-06,0.0,6287.4,10059848.4,458.988,S3,Media content bucket
1394,Compliance-Audit,ses-0592338,2026-06,0.0,0.0,1976163.5999999999,2.376,SES,Transactional email
1395,Internal-Tools,ec-0eb3410,2026-06,653.52,0.0,0.0,470.4359999999999,ElastiCache,Redis production cluster
1396,Internal-Tools,s3-09aa761,2026-06,0.0,44.4,22238257.2,144.552,S3,Static website hosting
1397,Compliance-Audit,sm-1017804,2026-06,0.0,0.0,1314331.2,5.255999999999999,Secrets Manager,Application secrets
1398,Compliance-Audit,elb-0f00262,2026-06,933.84,0.0,38908302.0,283.248,ELB,Application load balancer
1399,Production-Main,sns-0c8c772,2026-06,0.0,0.0,8683417.2,4.332,SNS,Alert notifications
1400,Shared-Services,rds-0f6e315,2026-06,849.84,236.03999999999996,0.0,767.1719999999999,RDS,db.t3.large development DB
1401,Customer-Portal,elb-0525461,2026-06,922.68,0.0,38443490.4,279.876,ELB,Application load balancer
1402,Data-Science,i-013b699,2026-06,982.44,0.0,0.0,1419.0,EC2,c5.xlarge compute worker
1403,QA-Testing,lam-05b6672,2026-06,0.0,0.0,4023241.1999999997,28.163999999999998,Lambda,Webhook processor
1404,QA-Testing,ses-08a5385,2026-06,0.0,0.0,3085028.4,3.7079999999999997,SES,Transactional email
1405,Shared-Services,rds-0cda288,2026-06,655.92,182.16,0.0,592.0799999999999,RDS,db.t3.large development DB
1406,Edge-Network,ebs-0b4e168,2026-06,0.0,215.28,0.0,26.904,EBS,gp3 volumes staging
1407,Partner-Integration,sqs-0bf2947,2026-06,0.0,0.0,512761.19999999995,0.264,SQS,Dead letter queue
1408,Finance-Systems,vpn-1134255,2026-06,1220.04,0.0,0.0,309.228,VPN Gateway,Client VPN endpoint
1409,Customer-Portal,vpn-0a09478,2026-06,1301.76,0.0,0.0,329.95199999999994,VPN Gateway,Client VPN endpoint
1410,Production-Main,ecs-0de7751,2026-06,379.2,0.0,0.0,692.052,ECS,Fargate batch cluster
1411,Edge-Network,ebs-0313368,2026-06,0.0,896.7599999999999,0.0,112.092,EBS,gp3 volumes production
1412,Data-Science,eks-0916603,2026-06,518.04,0.0,0.0,1554.12,EKS,Staging K8s cluster
1413,Marketing-Platform,rs-08d1200,2026-06,0.0,0.0,7070252.399999999,353.508,Redshift,Spectrum queries
1414,Compliance-Audit,ses-08e6753,2026-06,0.0,0.0,1861950.0,2.244,SES,Transactional email
1415,Finance-Systems,elb-06a1968,2026-06,1022.04,0.0,70981923.6,442.92,ELB,Network load balancer
1416,Finance-Systems,s3-0ead914,2026-06,0.0,1378.9199999999998,2757633.6,120.66,S3,Artifact storage
1417,QA-Testing,vpn-03e6329,2026-06,616.32,0.0,0.0,156.22799999999998,VPN Gateway,Client VPN endpoint
1418,Compliance-Audit,vpn-0e3e760,2026-06,938.64,0.0,0.0,237.94799999999998,VPN Gateway,Client VPN endpoint
1419,Compliance-Audit,i-039d669,2026-06,657.4799999999999,0.0,0.0,949.632,EC2,c5.xlarge compute worker
1420,QA-Testing,ebs-03ec526,2026-06,0.0,1419.36,0.0,177.42,EBS,gp3 volumes production
1421,Production-Main,sns-101d656,2026-06,0.0,0.0,8938297.2,4.464,SNS,Alert notifications
1422,Compliance-Audit,ses-0b1f287,2026-06,0.0,0.0,2298279.6,2.76,SES,Transactional email
1423,Production-Main,lam-0d54228,2026-06,0.0,0.0,6204801.6,43.440000000000005,Lambda,Notification dispatcher
1424,Compliance-Audit,rds-0397974,2026-06,421.8,117.11999999999999,0.0,497.93999999999994,RDS,db.t3.medium MySQL staging
1425,Edge-Network,ebs-0461141,2026-06,0.0,161.88,0.0,20.244,EBS,gp3 volumes staging
1426,Production-Secondary,elb-0e5b461,2026-06,685.8,0.0,47622096.0,297.16799999999995,ELB,Network load balancer
1427,Production-Main,i-10f4869,2026-06,503.87999999999994,0.0,0.0,1461.1560000000002,EC2,c5.2xlarge HPC node
1428,Internal-Tools,lam-03ef109,2026-06,0.0,0.0,1595809.2,11.976,Lambda,Cron job runner
1429,Mobile-Backend,ebs-0d37236,2026-06,0.0,5186.52,0.0,233.41199999999998,EBS,st1 volumes archive
1430,Internal-Tools,s3-09d0481,2026-06,0.0,7760.279999999999,485013.6,194.004,S3,Log archive bucket
1431,Partner-Integration,rs-04b3252,2026-06,0.0,0.0,6099974.399999999,305.00399999999996,Redshift,Spectrum queries
1432,Data-Science,rds-0bc7339,2026-06,1053.6,731.52,0.0,2707.128,RDS,db.r5.xlarge PostgreSQL primary
1433,Compliance-Audit,rds-0d85584,2026-06,377.4,104.75999999999999,0.0,445.428,RDS,db.t3.medium MySQL staging
1434,Edge-Network,sns-1054312,2026-06,0.0,0.0,14950059.6,7.476,SNS,Alert notifications
1435,Production-Main,r53-0886456,2026-06,0.0,0.0,16770355.2,25.163999999999998,Route 53,Health checks
1436,Security-Ops,ebs-0436210,2026-06,0.0,871.1999999999999,0.0,544.512,EBS,io2 volumes database
1437,Partner-Integration,cf-0b62712,2026-06,0.0,0.0,51321822.0,256.608,CloudFront,CDN API distribution
1438,Security-Ops,nat-017e771,2026-06,792.4799999999999,0.0,0.0,180.76799999999997,NAT Gateway,Staging VPC NAT
1439,Edge-Network,sns-0f3e442,2026-06,0.0,0.0,12208525.2,6.108,SNS,Alert notifications
1440,Data-Science,i-0137554,2026-06,901.32,0.0,0.0,781.764,EC2,t3.large application server
1441,QA-Testing,ebs-0df8926,2026-06,0.0,1515.7199999999998,0.0,189.468,EBS,gp3 volumes production
1442,Compliance-Audit,s3-08f5280,2026-06,0.0,861.3599999999999,1722908.4,75.372,S3,Artifact storage
1443,Marketing-Platform,i-0c1b224,2026-06,705.9599999999999,0.0,0.0,612.396,EC2,t3.large application server
1444,Production-Secondary,elb-04bd339,2026-06,644.88,0.0,44782256.4,279.444,ELB,Network load balancer
1445,Edge-Network,s3-04f7382,2026-06,0.0,1305.12,2610387.6,114.192,S3,Artifact storage
1446,Internal-Tools,cf-02b2509,2026-06,0.0,0.0,169089166.79999998,845.448,CloudFront,CDN media distribution
1447,Customer-Portal,cf-028c709,2026-06,0.0,0.0,54225871.199999996,271.128,CloudFront,CDN API distribution
1448,Customer-Portal,i-0e71663,2026-06,679.92,0.0,0.0,2356.98,EC2,r5.2xlarge database server
1449,QA-Testing,lam-043c899,2026-06,0.0,0.0,42788090.4,297.38399999999996,Lambda,API gateway handler
1450,Compliance-Audit,i-0e5a884,2026-06,576.96,0.0,0.0,833.34,EC2,c5.xlarge compute worker
1451,Partner-Integration,rs-0e5c348,2026-06,1023.9599999999999,2844.48,0.0,5191.272,Redshift,Data warehouse cluster
1452,Compliance-Audit,s3-07f4252,2026-06,0.0,895.56,1791292.8,78.36,S3,Artifact storage
1453,ML-Training,r53-09f2874,2026-06,0.0,0.0,14103112.799999999,21.156,Route 53,Health checks
1454,Security-Ops,ecs-0a3b167,2026-06,183.83999999999997,0.0,0.0,335.59200000000004,ECS,Fargate batch cluster
1455,Data-Science,rds-04e4902,2026-06,683.7599999999999,190.08,0.0,617.4,RDS,db.t3.large development DB
1456,Internal-Tools,ec-0d42588,2026-06,654.84,0.0,0.0,471.52799999999996,ElastiCache,Redis production cluster
1457,Production-Secondary,r53-10a6788,2026-06,0.0,0.0,11620111.2,17.424,Route 53,Health checks
1458,Partner-Integration,rds-05a0419,2026-06,493.0799999999999,136.92,0.0,581.9879999999999,RDS,db.t3.medium MySQL staging
1459,Internal-Tools,vpn-0557720,2026-06,1288.32,0.0,0.0,653.1,VPN Gateway,Site-to-site VPN
1460,Internal-Tools,s3-02c0211,2026-06,0.0,5640.96,9025483.2,411.79200000000003,S3,Media content bucket
1461,Compliance-Audit,rs-0e67494,2026-06,792.72,2201.88,0.0,4018.404,Redshift,Data warehouse cluster
1462,Partner-Integration,rs-08ef216,2026-06,930.3599999999999,2584.3199999999997,0.0,4716.491999999999,Redshift,Data warehouse cluster
1463,Customer-Portal,i-0291352,2026-06,783.4799999999999,0.0,0.0,1131.648,EC2,c5.xlarge compute worker
1464,Edge-Network,i-0435944,2026-06,900.3599999999999,0.0,0.0,1560.6,EC2,r5.xlarge cache server
1465,Production-Secondary,r53-0754776,2026-06,0.0,0.0,11411088.0,17.112,Route 53,Health checks
1466,Edge-Network,elb-0c8a626,2026-06,886.44,0.0,12310735.2,179.244,ELB,Classic load balancer
1467,Compliance-Audit,s3-0722468,2026-06,0.0,793.8,1587682.8,69.456,S3,Artifact storage
1468,ML-Training,r53-0581711,2026-06,0.0,0.0,15451231.2,23.171999999999997,Route 53,Health checks
1469,Internal-Tools,elb-0aed112,2026-06,1303.0800000000002,0.0,18098872.8,263.532,ELB,Classic load balancer
1470,Compliance-Audit,rds-0d18388,2026-06,371.4,103.08,0.0,438.444,RDS,db.t3.medium MySQL staging
1471,Data-Science,i-05bc939,2026-06,822.4799999999999,0.0,0.0,712.824,EC2,m5.large monitoring server
1472,Marketing-Platform,i-1182333,2026-06,642.6,0.0,0.0,1863.6119999999999,EC2,c5.2xlarge HPC node
1473,Production-Secondary,ecs-0074667,2026-06,342.12,0.0,0.0,624.432,ECS,Fargate batch cluster
1474,Security-Ops,sqs-0194667,2026-06,0.0,0.0,78712911.6,39.35999999999999,SQS,Order processing queue
1475,ML-Training,rs-0543817,2026-06,0.0,0.0,4727443.2,236.37599999999998,Redshift,Spectrum queries
1476,Partner-Integration,eks-0912980,2026-06,488.87999999999994,0.0,0.0,1466.652,EKS,Staging K8s cluster
1477,ML-Training,lam-0374425,2026-06,0.0,0.0,59576919.6,417.03599999999994,Lambda,Auth token validator
1478,Internal-Tools,lam-0ab4217,2026-06,0.0,0.0,24334933.2,170.33999999999997,Lambda,Data transformer
1479,Internal-Tools,s3-0e9b779,2026-06,0.0,4561.44,7298266.8,332.988,S3,Media content bucket
1480,Mobile-Backend,kin-092c972,2026-06,1025.3999999999999,0.0,28484432.4,415.872,Kinesis,Firehose delivery
1481,Compliance-Audit,rds-075f423,2026-06,406.92,112.91999999999999,0.0,480.31199999999995,RDS,db.t3.medium MySQL staging
1482,ML-Training,i-0da2988,2026-06,893.0400000000001,0.0,0.0,774.552,EC2,t3.large application server
1483,Edge-Network,lam-0ff8208,2026-06,0.0,0.0,30461041.2,213.23999999999998,Lambda,Data transformer
1484,QA-Testing,lam-058e428,2026-06,0.0,0.0,4845955.2,34.152,Lambda,Image resizer
1485,Partner-Integration,elb-0be8163,2026-06,822.9599999999999,0.0,11430373.2,166.416,ELB,Classic load balancer
1486,Compliance-Audit,s3-064c941,2026-06,0.0,16029.599999999999,3205909.1999999997,561.024,S3,Data lake raw zone
1487,Data-Science,i-100c822,2026-06,631.68,0.0,0.0,1094.844,EC2,r5.xlarge cache server
1488,Finance-Systems,s3-0e8b782,2026-06,0.0,14802.599999999999,2960516.4,518.088,S3,Data lake raw zone
1489,Production-Secondary,sqs-09a9219,2026-06,0.0,0.0,34200392.4,17.099999999999998,SQS,Event notification queue
1490,Internal-Tools,ec-05c5519,2026-06,544.8,0.0,0.0,392.20799999999997,ElastiCache,Redis production cluster
1491,Partner-Integration,sqs-03d1971,2026-06,0.0,0.0,543500.4,0.276,SQS,Dead letter queue
1492,Marketing-Platform,rds-01e1409,2026-06,993.0,1379.1599999999999,0.0,4413.4439999999995,RDS,db.r5.2xlarge Aurora cluster
1493,Marketing-Platform,rds-0fcf531,2026-06,955.8,663.84,0.0,2456.004,RDS,db.r5.xlarge PostgreSQL primary
1494,Edge-Network,s3-0935976,2026-06,0.0,1308.84,2617894.8,114.516,S3,Artifact storage
1495,Production-Main,cf-0a48593,2026-06,0.0,0.0,37146668.4,185.72400000000002,CloudFront,CDN static assets
1496,Compliance-Audit,s3-0cb2590,2026-06,0.0,54.6,27344102.4,177.732,S3,Static website hosting
1497,Edge-Network,vpn-0d69869,2026-06,625.1999999999999,0.0,0.0,158.472,VPN Gateway,Client VPN endpoint
1498,Shared-Services,nat-09a0830,2026-06,779.64,0.0,0.0,355.716,NAT Gateway,Production VPC NAT
1499,Data-Science,i-10ab373,2026-06,564.8399999999999,0.0,0.0,979.068,EC2,r5.xlarge cache server
1500,Partner-Integration,ddb-090c493,2026-06,773.7599999999999,10.799999999999999,5372977.2,94.032,DynamoDB,Config store table
1501,DevOps-Central,ebs-0d66422,2026-06,0.0,489.12,0.0,305.652,EBS,io2 volumes database
1502,ML-Training,ebs-08f8987,2026-06,0.0,677.88,0.0,423.66,EBS,io2 volumes database
1503,Shared-Services,rds-0aa6904,2026-06,776.88,1078.92,0.0,3452.484,RDS,db.r5.2xlarge Aurora cluster
1504,Customer-Portal,vpn-06f0884,2026-06,1318.0800000000002,0.0,0.0,334.104,VPN Gateway,Client VPN endpoint
1505,Compliance-Audit,s3-038a496,2026-06,0.0,11033.4,689583.6,275.832,S3,Log archive bucket
1506,Compliance-Audit,rds-0ed7512,2026-06,365.28,101.39999999999999,0.0,431.088,RDS,db.t3.medium MySQL staging
1507,QA-Testing,lam-03e2943,2026-06,0.0,0.0,980296.7999999999,7.356,Lambda,Cron job runner
1508,Shared-Services,rds-019e148,2026-06,786.9599999999999,218.64,0.0,710.424,RDS,db.t3.large development DB
1509,Internal-Tools,lam-0f01981,2026-06,0.0,0.0,28334626.8,198.33599999999998,Lambda,Data transformer
1510,ML-Training,rs-0d61874,2026-06,645.9599999999999,1794.48,0.0,3275.112,Redshift,Data warehouse cluster
1511,Compliance-Audit,ses-1028890,2026-06,0.0,0.0,1876042.8,2.256,SES,Transactional email
1512,Customer-Portal,vpn-0e79543,2026-06,1284.9599999999998,0.0,0.0,325.716,VPN Gateway,Client VPN endpoint
1513,Customer-Portal,cf-0469288,2026-06,0.0,0.0,88645321.2,443.22,CloudFront,CDN web distribution
1514,Customer-Portal,s3-0bb8451,2026-06,0.0,22248.719999999998,4449760.8,778.704,S3,Data lake raw zone
1515,Marketing-Platform,ec-0b95778,2026-06,881.7599999999999,0.0,0.0,634.824,ElastiCache,Redis production cluster
1516,Production-Secondary,sqs-047b744,2026-06,0.0,0.0,28049809.2,14.027999999999999,SQS,Event notification queue
1517,Finance-Systems,s3-0a35431,2026-06,0.0,10770.96,673190.4,269.268,S3,Log archive bucket
1518,Finance-Systems,rds-06bf447,2026-06,754.56,1048.08,0.0,3353.7,RDS,db.r5.2xlarge Aurora cluster
1519,Partner-Integration,elb-06eb646,2026-06,952.56,0.0,13229583.6,192.612,ELB,Classic load balancer
1520,ML-Training,ec-0b39148,2026-06,1150.92,0.0,0.0,828.6840000000001,ElastiCache,Redis production cluster
1521,Marketing-Platform,rds-0d63346,2026-06,556.8,154.79999999999998,0.0,657.312,RDS,db.t3.medium MySQL staging
1522,Production-Secondary,ecs-0d99511,2026-06,317.87999999999994,0.0,0.0,579.9839999999999,ECS,Fargate batch cluster
1523,Data-Science,i-0de8277,2026-06,483.84,0.0,0.0,1403.304,EC2,c5.2xlarge HPC node
1524,QA-Testing,ses-03dc848,2026-06,0.0,0.0,2576754.0,3.096,SES,Transactional email
1525,QA-Testing,elb-0f2f994,2026-06,1033.44,0.0,43062924.0,313.5,ELB,Application load balancer
1526,Marketing-Platform,r53-09a7690,2026-06,0.0,0.0,65316583.199999996,97.968,Route 53,DNS hosting
1527,Production-Main,ecs-0bb5632,2026-06,402.23999999999995,0.0,0.0,734.052,ECS,Fargate worker cluster
1528,Shared-Services,s3-085d679,2026-06,0.0,17633.04,3526617.6,617.16,S3,Data lake raw zone
1529,Marketing-Platform,rds-07cb642,2026-06,813.9599999999999,226.08,0.0,734.8439999999999,RDS,db.t3.large development DB
1530,Partner-Integration,cf-0cb6427,2026-06,0.0,0.0,50060446.8,250.296,CloudFront,CDN API distribution
1531,Internal-Tools,cf-02b1760,2026-06,0.0,0.0,52524201.6,262.62,CloudFront,CDN API distribution
1532,ML-Training,sqs-095c104,2026-06,0.0,0.0,636313.2,0.324,SQS,Dead letter queue
1533,Security-Ops,lam-0776812,2026-06,0.0,0.0,5143040.399999999,36.263999999999996,Lambda,Image resizer
1534,Marketing-Platform,lam-01ce578,2026-06,0.0,0.0,1320712.8,9.9,Lambda,Cron job runner
1535,Internal-Tools,ec-0e42669,2026-06,617.4,0.0,0.0,444.504,ElastiCache,Redis production cluster
1536,Production-Secondary,ecs-0e91146,2026-06,368.4,0.0,0.0,672.1919999999999,ECS,Fargate batch cluster
1537,Edge-Network,ecs-0c11707,2026-06,368.4,0.0,0.0,672.276,ECS,Fargate worker cluster
1538,Internal-Tools,lam-10f5761,2026-06,0.0,0.0,23369508.0,163.58399999999997,Lambda,Data transformer
1539,DevOps-Central,ddb-09c2548,2026-06,704.52,97.91999999999999,146765686.79999998,1100.7359999999999,DynamoDB,Cache table
1540,Partner-Integration,elb-0a0e128,2026-06,671.64,0.0,9327826.799999999,135.804,ELB,Classic load balancer
1541,Shared-Services,nat-01a4526,2026-06,750.24,0.0,0.0,342.32399999999996,NAT Gateway,Production VPC NAT
1542,Marketing-Platform,nat-01e0885,2026-06,998.64,0.0,0.0,227.808,NAT Gateway,Dev VPC NAT
1543,Production-Main,i-053d315,2026-06,892.68,0.0,0.0,65.16,EC2,t3.micro bastion host
1544,Marketing-Platform,sm-0ed6873,2026-06,0.0,0.0,1092577.2,4.368,Secrets Manager,Application secrets
1545,Finance-Systems,s3-0247530,2026-06,0.0,11060.279999999999,691269.6,276.50399999999996,S3,Log archive bucket
1546,Internal-Tools,ec-066c806,2026-06,655.92,0.0,0.0,472.23599999999993,ElastiCache,Redis production cluster
1547,Finance-Systems,rds-023f159,2026-06,881.0400000000001,978.9599999999999,0.0,2055.84,RDS,db.m5.xlarge analytics DB
1548,Data-Science,rs-046b649,2026-06,844.1999999999999,2344.7999999999997,0.0,4279.4039999999995,Redshift,Data warehouse cluster
1549,Edge-Network,sns-059b224,2026-06,0.0,0.0,16127692.799999999,8.064,SNS,Alert notifications
1550,Edge-Network,s3-0318881,2026-06,0.0,19989.12,3997821.5999999996,699.6239999999999,S3,Data lake raw zone
1551,Customer-Portal,i-028d484,2026-06,615.0,0.0,0.0,2131.98,EC2,m5.2xlarge batch processor
1552,Production-Main,lam-0642919,2026-06,0.0,0.0,37987401.6,265.91999999999996,Lambda,Data transformer
1553,QA-Testing,lam-03e1413,2026-06,0.0,0.0,3788407.1999999997,26.52,Lambda,Webhook processor
1554,Security-Ops,ecs-0f75161,2026-06,683.88,0.0,0.0,1248.012,ECS,Fargate API cluster
1555,Finance-Systems,s3-0c3b952,2026-06,0.0,12218.759999999998,2443746.0,427.656,S3,Data lake raw zone
1556,Customer-Portal,i-0290733,2026-06,656.64,0.0,0.0,47.928,EC2,t3.micro bastion host
1557,Compliance-Audit,sns-0f94109,2026-06,0.0,0.0,17941238.4,8.963999999999999,SNS,Event fanout topic
1558,Finance-Systems,elb-024c328,2026-06,1044.9599999999998,0.0,72570040.8,452.832,ELB,Network load balancer
1559,Finance-Systems,rds-023e525,2026-06,684.6,950.8799999999999,0.0,3042.672,RDS,db.r5.2xlarge Aurora cluster
1560,Internal-Tools,eks-0690150,2026-06,661.56,0.0,0.0,1984.968,EKS,Staging K8s cluster
1561,QA-Testing,elb-0980148,2026-06,934.92,0.0,38954481.6,283.584,ELB,Application load balancer
1562,Internal-Tools,rds-0ec4795,2026-06,860.28,597.4799999999999,0.0,2210.316,RDS,db.r5.xlarge PostgreSQL primary
1563,Compliance-Audit,i-0f6d336,2026-06,933.72,0.0,0.0,809.196,EC2,m5.large monitoring server
1564,Data-Science,nat-0132859,2026-06,636.4799999999999,0.0,0.0,145.2,NAT Gateway,Staging VPC NAT
1565,Production-Main,cf-0001263,2026-06,0.0,0.0,59095927.199999996,295.476,CloudFront,CDN API distribution
1566,Data-Science,rds-04cc470,2026-06,793.56,220.56,0.0,716.484,RDS,db.t3.large development DB
1567,Data-Science,ses-077c383,2026-06,0.0,0.0,502548.0,0.6,SES,Marketing email
1568,Marketing-Platform,i-079f164,2026-06,811.0799999999999,0.0,0.0,1405.8239999999998,EC2,r5.xlarge cache server
1569,QA-Testing,ec-06bd918,2026-06,985.44,0.0,0.0,709.476,ElastiCache,Redis production cluster
1570,Data-Science,i-0859781,2026-06,410.64,0.0,0.0,1191.144,EC2,c5.2xlarge HPC node
1571,Edge-Network,ec-063c794,2026-06,909.72,0.0,0.0,654.996,ElastiCache,Redis production cluster
1572,Internal-Tools,cf-0dbb199,2026-06,0.0,0.0,197273635.2,986.352,CloudFront,CDN media distribution
1573,Edge-Network,ecs-09c1206,2026-06,363.59999999999997,0.0,0.0,663.432,ECS,Fargate worker cluster
1574,Compliance-Audit,s3-08a7782,2026-06,0.0,13911.48,2782296.0,486.888,S3,Data lake raw zone
1575,Compliance-Audit,s3-0c04431,2026-06,0.0,14093.159999999998,2818621.1999999997,493.248,S3,Data lake raw zone
1576,Internal-Tools,ses-0dbe321,2026-06,0.0,0.0,3106999.1999999997,3.7319999999999998,SES,Transactional email
1577,Data-Science,i-0a28926,2026-06,539.64,0.0,0.0,1870.656,EC2,m5.2xlarge batch processor
1578,Internal-Tools,eks-02a6314,2026-06,587.52,0.0,0.0,1762.6680000000001,EKS,Staging K8s cluster
1579,Shared-Services,cf-019a583,2026-06,0.0,0.0,193273533.6,966.3719999999998,CloudFront,CDN media distribution
1580,Edge-Network,i-087e912,2026-06,868.56,0.0,0.0,1505.436,EC2,r5.xlarge cache server
1581,Data-Science,i-0866884,2026-06,647.16,0.0,0.0,1121.82,EC2,r5.xlarge cache server
1582,Internal-Tools,ebs-0868993,2026-06,0.0,1694.1599999999999,0.0,211.76399999999998,EBS,gp3 volumes production
1583,Mobile-Backend,kin-032d614,2026-06,830.28,0.0,34594765.199999996,505.0799999999999,Kinesis,Data stream ingestion
1584,Partner-Integration,ecs-0c6a269,2026-06,613.56,0.0,0.0,1119.852,ECS,Fargate API cluster
1585,Compliance-Audit,s3-038c556,2026-06,0.0,57.48,28757434.8,186.924,S3,Static website hosting
1586,Finance-Systems,s3-0244518,2026-06,0.0,12999.84,2599971.6,454.992,S3,Data lake raw zone
1587,Edge-Network,ecs-031e824,2026-06,451.32,0.0,0.0,823.7280000000001,ECS,Fargate API cluster
1588,Finance-Systems,s3-0f0f949,2026-06,0.0,6815.52,10904977.2,497.544,S3,Media content bucket
1589,Customer-Portal,ses-0ddf126,2026-06,0.0,0.0,599958.0,0.72,SES,Marketing email
1590,Compliance-Audit,i-08da194,2026-06,682.0799999999999,0.0,0.0,985.1159999999999,EC2,c5.xlarge compute worker
1591,Marketing-Platform,lam-073d564,2026-06,0.0,0.0,19760976.0,138.32399999999998,Lambda,Data transformer
1592,QA-Testing,lam-04bb141,2026-06,0.0,0.0,5936104.8,41.843999999999994,Lambda,Image resizer
1593,Marketing-Platform,nat-08ce373,2026-06,690.3599999999999,0.0,0.0,157.51199999999997,NAT Gateway,Staging VPC NAT
1594,Marketing-Platform,i-01ec560,2026-06,678.9599999999999,0.0,0.0,588.384,EC2,m5.large monitoring server
1595,Security-Ops,s3-0183786,2026-06,0.0,918.4799999999999,1837000.8,80.36399999999999,S3,Artifact storage
1596,Production-Main,lam-06d3145,2026-06,0.0,0.0,67228663.2,467.23199999999997,Lambda,API gateway handler
1597,Shared-Services,ec-0c82412,2026-06,930.72,0.0,0.0,335.05199999999996,ElastiCache,Redis staging cluster
1598,Security-Ops,ecs-0f85647,2026-06,583.32,0.0,0.0,1064.7,ECS,Fargate worker cluster
1599,Shared-Services,rds-084e637,2026-06,775.44,1077.0,0.0,3446.3759999999997,RDS,db.r5.2xlarge Aurora cluster
1600,Partner-Integration,elb-057a924,2026-06,803.88,0.0,11163970.799999999,162.54,ELB,Classic load balancer
1601,Security-Ops,ecs-018b473,2026-06,210.36,0.0,0.0,384.0,ECS,Fargate batch cluster
1602,Production-Main,lam-1011255,2026-06,0.0,0.0,35312548.8,247.2,Lambda,Data transformer
1603,Data-Science,rds-074d478,2026-06,920.0400000000001,1022.28,0.0,2146.908,RDS,db.m5.xlarge analytics DB
1604,Shared-Services,r53-08c8350,2026-06,0.0,0.0,71769886.8,107.65199999999999,Route 53,DNS hosting
1605,Production-Main,i-0df3860,2026-06,938.52,0.0,0.0,68.508,EC2,t3.micro bastion host
1606,Production-Secondary,i-0574661,2026-06,1410.9599999999998,0.0,0.0,1223.76,EC2,t3.large application server
1607,Shared-Services,nat-0e47148,2026-06,644.28,0.0,0.0,293.988,NAT Gateway,Production VPC NAT
1608,Shared-Services,rds-0f7b881,2026-06,681.0,189.11999999999998,0.0,614.688,RDS,db.t3.large development DB
1609,Mobile-Backend,sqs-0ec8187,2026-06,0.0,0.0,398080.8,0.20400000000000001,SQS,Dead letter queue
1610,Marketing-Platform,i-0c4b661,2026-06,693.12,0.0,0.0,2009.952,EC2,c5.2xlarge HPC node
1611,Production-Main,i-0a7c855,2026-06,1062.6,0.0,0.0,77.568,EC2,t3.micro bastion host
1612,Security-Ops,ec-0478184,2026-06,660.3599999999999,0.0,0.0,237.76799999999997,ElastiCache,Redis staging cluster
1613,DevOps-Central,ddb-0beb915,2026-06,1200.48,16.56,8336622.0,145.884,DynamoDB,Config store table
1614,Marketing-Platform,rds-01e2924,2026-06,896.88,249.11999999999998,0.0,809.688,RDS,db.t3.large development DB
1615,Marketing-Platform,sm-08bb419,2026-06,0.0,0.0,1178979.5999999999,4.716,Secrets Manager,Application secrets
1616,Security-Ops,eks-0434972,2026-06,543.8399999999999,0.0,0.0,1631.532,EKS,Staging K8s cluster
1617,ML-Training,eks-036f728,2026-06,1024.32,0.0,0.0,3072.792,EKS,Production K8s cluster
1618,Compliance-Audit,i-0fb9329,2026-06,671.88,0.0,0.0,582.3359999999999,EC2,m5.large monitoring server
1619,Finance-Systems,s3-0d12329,2026-06,0.0,11054.640000000001,2210919.6,386.904,S3,Data lake raw zone
1620,Compliance-Audit,i-0de9629,2026-06,705.0,0.0,0.0,305.808,EC2,t3.medium API server
1621,Finance-Systems,vpn-0a0f703,2026-06,742.68,0.0,0.0,376.5,VPN Gateway,Site-to-site VPN
1622,Partner-Integration,sqs-0580884,2026-06,0.0,0.0,510826.8,0.264,SQS,Dead letter queue
1623,Production-Main,i-0db9952,2026-06,1142.76,0.0,0.0,495.576,EC2,t3.medium API server
1624,DevOps-Central,ebs-07bd747,2026-06,0.0,566.28,0.0,353.87999999999994,EBS,io2 volumes database
1625,Internal-Tools,s3-0529282,2026-06,0.0,3787.56,1893742.7999999998,142.03199999999998,S3,Analytics export bucket
1626,Finance-Systems,eks-0659376,2026-06,1165.8,0.0,0.0,3497.328,EKS,Production K8s cluster
1627,Partner-Integration,nat-03ce770,2026-06,1148.8799999999999,0.0,0.0,262.092,NAT Gateway,Dev VPC NAT
1628,Finance-Systems,vpn-0249799,2026-06,831.9599999999999,0.0,0.0,421.776,VPN Gateway,Site-to-site VPN
1629,Edge-Network,nat-032a145,2026-06,912.4799999999999,0.0,0.0,208.176,NAT Gateway,Dev VPC NAT
