SubscriptionName,ResourceId,BillingMonth,Quantity_Compute,Quantity_Storage,Quantity_API,CostInBillingCurrency,ConsumedService,MeterName
Finance-Systems,blob-0c99432,2026-06,0.0,7726.9,77266,231.8,Blob Storage,Backup storage
Partner-Integration,appi-1023507,2026-06,0.0,0.0,18477225,230.96,Application Insights,Custom metrics
Production-Main,appi-0847459,2026-06,0.0,0.0,62381219,779.76,Application Insights,APM telemetry
Shared-Services,func-0d86552,2026-06,0.0,0.0,3330445,49.97,Azure Functions,Webhook processor
Internal-Tools,eh-04ce593,2026-06,0.0,492.7,0,123.2,Event Hubs,Capture to storage
Shared-Services,vm-01bd545,2026-06,813.9,0.0,0,990.23,Virtual Machines,D4s v3 CI runner
Partner-Integration,azmon-0c44748,2026-06,0.0,200.7,26768940,284.43,Azure Monitor,Logs and metrics
Production-Secondary,sqldb-08c5740,2026-06,641.3,445.3,0,2600.64,SQL Database,Premium P1 analytics
Production-Main,sentinel-0d4b259,2026-06,0.0,0.0,71873264,1796.83,Microsoft Sentinel,SIEM detection
Customer-Portal,vm-1155432,2026-06,657.3,0.0,0,399.84,Virtual Machines,D2s v3 utility server
Finance-Systems,sb-0221337,2026-06,0.0,0.0,23132182,57.83,Service Bus,Standard messaging
Production-Secondary,blob-0537327,2026-06,0.0,11839.4,29598,94.72,Blob Storage,Archive tier
Production-Main,blob-0567340,2026-06,0.0,6064.5,2274210,322.18,Blob Storage,Data lake storage
DevOps-Central,vm-1132587,2026-06,656.7,0.0,0,5992.12,Virtual Machines,NC6s v3 GPU VM
Finance-Systems,blob-071a100,2026-06,0.0,9126.2,91259,273.78,Blob Storage,Backup storage
Production-Secondary,eh-073c647,2026-06,722.8,0.0,30113910,329.74,Event Hubs,Standard throughput units
Production-Secondary,sentinel-05a5323,2026-06,0.0,0.0,79474041,1986.85,Microsoft Sentinel,SIEM detection
Mobile-Backend,acr-1156740,2026-06,0.0,181.2,362336,119.57,Container Registry,Docker image registry
Customer-Portal,blob-075b799,2026-06,0.0,4960.3,0,496.03,Blob Storage,Security audit logs
DevOps-Central,aks-0d90350,2026-06,394.9,0.0,0,592.38,AKS,Dev K8s cluster
DR-Recovery,azmon-05e3748,2026-06,0.0,259.4,34584986,367.47,Azure Monitor,Logs and metrics
Production-Secondary,sqldb-041d260,2026-06,446.6,155.1,0,747.34,SQL Database,Standard S3 production
Customer-Portal,sentinel-024f652,2026-06,0.0,0.0,50363698,1259.09,Microsoft Sentinel,Log analytics
Internal-Tools,aks-0b96889,2026-06,220.8,0.0,0,331.18,AKS,Dev K8s cluster
DevOps-Central,kv-0cb8429,2026-06,0.0,0.0,400347,1.21,Key Vault,Certificate store
Mobile-Backend,aks-09cd525,2026-06,1121.7,0.0,0,1682.56,AKS,Staging K8s cluster
Production-Main,app-0af8774,2026-06,568.7,0.0,0,691.89,App Service,API app P2v3
Production-Secondary,app-0d9d259,2026-06,613.5,0.0,0,93.3,App Service,Web app B1
Finance-Systems,blob-0904360,2026-06,0.0,7857.5,78572,235.72,Blob Storage,Backup storage
Production-Secondary,sqldb-0e2d429,2026-06,494.9,171.9,0,828.23,SQL Database,Standard S3 production
Shared-Services,func-0ced650,2026-06,0.0,0.0,3523483,52.86,Azure Functions,Webhook processor
Production-Secondary,blob-0b81720,2026-06,0.0,2460.6,6561455,319.87,Blob Storage,Build artifacts
Analytics-Platform,kv-0d2b592,2026-06,0.0,0.0,1598176,4.79,Key Vault,Secrets management
Production-Secondary,sentinel-0af4539,2026-06,0.0,0.0,71040502,1776.01,Microsoft Sentinel,SIEM detection
DevOps-Central,app-0bbb994,2026-06,868.9,0.0,0,528.59,App Service,Web app P1v3
Finance-Systems,appi-0cbb472,2026-06,0.0,0.0,57409624,717.63,Application Insights,APM telemetry
Production-Secondary,ado-0067979,2026-06,0.0,131.1,0,32.76,Azure DevOps,Artifacts storage
DR-Recovery,appi-02f1748,2026-06,0.0,0.0,20327884,254.1,Application Insights,Custom metrics
DevOps-Central,blob-0eeb156,2026-06,0.0,8328.5,3123186,442.44,Blob Storage,Data lake storage
DevOps-Central,redis-00e7665,2026-06,781.6,0.0,0,950.97,Azure Cache for Redis,Premium P1 cache
Shared-Services,app-0fa0693,2026-06,981.0,0.0,0,1193.52,App Service,API app P2v3
Internal-Tools,vm-0b99997,2026-06,878.1,0.0,0,534.17,Virtual Machines,D2s v3 utility server
Shared-Services,vm-0ebb781,2026-06,1033.9,0.0,0,1257.92,Virtual Machines,D4s v3 CI runner
Production-Main,kv-098d208,2026-06,0.0,0.0,2574943,7.72,Key Vault,Secrets management
Finance-Systems,blob-0712300,2026-06,0.0,7117.8,71176,213.53,Blob Storage,Backup storage
Production-Main,app-09d8629,2026-06,1045.3,0.0,0,635.87,App Service,Web app P1v3
Production-Secondary,cosmos-0f2c465,2026-06,584.7,81.2,20303716,761.38,Cosmos DB,Event store
Data-Science,blob-0156872,2026-06,0.0,2426.7,6471247,315.47,Blob Storage,Build artifacts
Partner-Integration,ado-03a8410,2026-06,610.6,0.0,0,305.32,Azure DevOps,Pipelines hosted
Shared-Services,app-01bf246,2026-06,984.2,0.0,0,1197.45,App Service,API app P2v3
Finance-Systems,sentinel-0208778,2026-06,0.0,0.0,109262074,2731.55,Microsoft Sentinel,SIEM detection
Mobile-Backend,eh-0336161,2026-06,715.6,0.0,29816132,326.49,Event Hubs,Standard throughput units
Finance-Systems,blob-1031652,2026-06,0.0,5481.1,54809,164.43,Blob Storage,Backup storage
Mobile-Backend,azmon-033b163,2026-06,0.0,334.3,44573081,473.59,Azure Monitor,Logs and metrics
Production-Main,vm-1165798,2026-06,676.2,0.0,0,822.79,Virtual Machines,D4s v3 CI runner
Shared-Services,vm-01bc461,2026-06,870.3,0.0,0,3176.65,Virtual Machines,E8s v3 memory-optimized
Production-Secondary,blob-0bcf230,2026-06,0.0,2307.5,5768531,374.96,Blob Storage,Media content
Shared-Services,aks-048e500,2026-06,369.4,0.0,0,554.03,AKS,Dev K8s cluster
Mobile-Backend,kv-065f722,2026-06,0.0,0.0,498391,1.49,Key Vault,Certificate store
Analytics-Platform,eh-0b1e568,2026-06,0.0,447.1,0,111.8,Event Hubs,Capture to storage
Mobile-Backend,vm-0b70277,2026-06,817.1,0.0,0,994.14,Virtual Machines,D4s v3 CI runner
Mobile-Backend,aks-0ae4200,2026-06,1131.0,0.0,0,1696.55,AKS,Staging K8s cluster
Analytics-Platform,kv-041a844,2026-06,0.0,0.0,539823,1.62,Key Vault,Certificate store
DR-Recovery,fd-02ef948,2026-06,0.0,0.0,71878583,539.09,Front Door,Global load balancer
Customer-Portal,fd-0b08398,2026-06,0.0,0.0,65607390,492.05,Front Door,Global load balancer
Production-Secondary,app-0d65909,2026-06,1076.3,0.0,0,654.7,App Service,Web app P1v3
Internal-Tools,blob-0a06232,2026-06,0.0,3549.6,9465356,461.44,Blob Storage,Build artifacts
Production-Main,cosmos-002a508,2026-06,863.3,239.8,47962571,1948.48,Cosmos DB,User data store
DR-Recovery,fd-1129787,2026-06,0.0,0.0,74906025,561.79,Front Door,Global load balancer
DevOps-Central,appi-1157479,2026-06,0.0,0.0,58733304,734.16,Application Insights,APM telemetry
Production-Main,app-0029993,2026-06,637.6,0.0,0,96.97,App Service,Web app B1
Mobile-Backend,aks-0bc9456,2026-06,1220.6,0.0,0,1830.94,AKS,Staging K8s cluster
DevOps-Central,appi-0a74430,2026-06,0.0,0.0,73150004,914.37,Application Insights,APM telemetry
Mobile-Backend,vm-0347828,2026-06,578.8,0.0,0,1056.23,Virtual Machines,E4s v3 SIEM collector
Mobile-Backend,vm-04f4258,2026-06,774.7,0.0,0,471.26,Virtual Machines,D2s v3 utility server
Production-Main,sentinel-0b5c731,2026-06,0.0,0.0,70625586,1765.64,Microsoft Sentinel,SIEM detection
Analytics-Platform,eh-0920184,2026-06,538.2,0.0,22429101,245.6,Event Hubs,Standard throughput units
Mobile-Backend,vm-0ab2945,2026-06,610.3,0.0,0,2227.55,Virtual Machines,E8s v3 memory-optimized
Shared-Services,fd-0c84968,2026-06,0.0,0.0,73156841,548.69,Front Door,Global load balancer
Partner-Integration,sqldb-03a7375,2026-06,879.9,305.5,0,1472.3,SQL Database,Standard S3 production
Analytics-Platform,aks-063d802,2026-06,510.7,0.0,0,766.08,AKS,Dev K8s cluster
Production-Main,kv-0c89603,2026-06,0.0,0.0,2315640,6.95,Key Vault,Secrets management
Shared-Services,func-0ed4230,2026-06,0.0,0.0,8695245,130.43,Azure Functions,Event processors
Production-Main,vm-003f653,2026-06,832.7,0.0,0,2026.19,Virtual Machines,D8s v3 application server
Mobile-Backend,vm-0341972,2026-06,491.7,0.0,0,4486.62,Virtual Machines,NC6s v3 GPU VM
Customer-Portal,blob-105b713,2026-06,0.0,5856.8,0,585.68,Blob Storage,Security audit logs
Partner-Integration,sqldb-0750133,2026-06,974.1,338.3,0,1630.02,SQL Database,Standard S3 production
Shared-Services,cosmos-089a538,2026-06,698.6,97.0,24258136,909.68,Cosmos DB,Event store
Finance-Systems,blob-0dfa184,2026-06,0.0,5337.8,53376,160.13,Blob Storage,Backup storage
Finance-Systems,appi-0fa4969,2026-06,0.0,0.0,18397670,229.98,Application Insights,Custom metrics
Production-Secondary,redis-0d5e966,2026-06,903.1,0.0,0,1098.85,Azure Cache for Redis,Premium P1 cache
Finance-Systems,appi-0fdc444,2026-06,0.0,0.0,39789671,497.37,Application Insights,APM telemetry
Mobile-Backend,acr-0d0e656,2026-06,0.0,193.1,386216,127.45,Container Registry,Docker image registry
DevOps-Central,vm-00e1513,2026-06,993.0,0.0,0,1410.02,Virtual Machines,F4s v2 compute node
Shared-Services,ado-0498358,2026-06,0.0,99.4,0,24.85,Azure DevOps,Artifacts storage
Analytics-Platform,aks-07be261,2026-06,442.2,0.0,0,663.43,AKS,Dev K8s cluster
Shared-Services,ado-0524335,2026-06,594.1,0.0,0,297.05,Azure DevOps,Pipelines hosted
Production-Secondary,sb-0061462,2026-06,0.0,0.0,23337067,58.34,Service Bus,Standard messaging
Data-Science,aks-0151245,2026-06,1412.0,0.0,0,2117.99,AKS,Staging K8s cluster
Internal-Tools,blob-0a05230,2026-06,0.0,5269.2,0,526.92,Blob Storage,Security audit logs
Data-Science,blob-04af932,2026-06,0.0,2053.3,5133253,333.67,Blob Storage,Media content
Mobile-Backend,ado-0337337,2026-06,0.0,76.5,0,19.13,Azure DevOps,Artifacts storage
Analytics-Platform,ado-0c1c621,2026-06,0.0,111.7,0,27.94,Azure DevOps,Artifacts storage
Mobile-Backend,acr-0933982,2026-06,0.0,183.4,366850,121.06,Container Registry,Docker image registry
Finance-Systems,blob-0a9d546,2026-06,0.0,8865.4,88653,265.96,Blob Storage,Backup storage
Security-Ops,sqldb-07af165,2026-06,969.1,67.2,0,201.41,SQL Database,Basic dev database
Partner-Integration,sb-0677216,2026-06,684.4,0.0,9505423,520.42,Service Bus,Premium messaging
Internal-Tools,eh-0fe7790,2026-06,0.0,558.4,0,139.61,Event Hubs,Capture to storage
Mobile-Backend,vm-08df543,2026-06,948.8,0.0,0,1347.4,Virtual Machines,F4s v2 compute node
Production-Main,blob-072a535,2026-06,0.0,2624.9,6999908,341.25,Blob Storage,Build artifacts
Finance-Systems,sqldb-0638934,2026-06,1089.7,378.4,0,1823.38,SQL Database,Standard S3 production
DevOps-Central,redis-0746127,2026-06,759.3,0.0,0,923.76,Azure Cache for Redis,Premium P1 cache
Production-Secondary,ado-0f7a776,2026-06,0.0,116.7,0,29.17,Azure DevOps,Artifacts storage
Shared-Services,vm-0ef9933,2026-06,538.5,0.0,0,982.71,Virtual Machines,E4s v3 SIEM collector
Internal-Tools,vm-084b534,2026-06,781.9,0.0,0,475.67,Virtual Machines,D2s v3 utility server
Finance-Systems,blob-0899517,2026-06,0.0,8375.7,83754,251.26,Blob Storage,Backup storage
Finance-Systems,app-070d322,2026-06,884.1,0.0,0,134.45,App Service,Web app B1
Shared-Services,ado-0586532,2026-06,524.1,0.0,0,262.02,Azure DevOps,Pipelines hosted
Security-Ops,sqldb-07f8643,2026-06,718.3,49.9,0,149.3,SQL Database,Basic dev database
Customer-Portal,sentinel-0903319,2026-06,0.0,0.0,107466391,2686.66,Microsoft Sentinel,SIEM detection
Production-Secondary,cosmos-0071690,2026-06,562.3,78.1,19523801,732.14,Cosmos DB,Event store
Analytics-Platform,aks-04e6233,2026-06,459.3,0.0,0,689.04,AKS,Dev K8s cluster
Production-Main,redis-053a503,2026-06,959.5,0.0,0,1167.45,Azure Cache for Redis,Premium P1 cache
Production-Main,func-0033235,2026-06,0.0,0.0,8499657,127.49,Azure Functions,Event processors
Internal-Tools,vm-0c07552,2026-06,732.8,0.0,0,445.8,Virtual Machines,D2s v3 utility server
Data-Science,fd-014e379,2026-06,0.0,0.0,43216033,324.12,Front Door,Global load balancer
Mobile-Backend,eh-0335343,2026-06,0.0,421.8,0,105.45,Event Hubs,Capture to storage
DR-Recovery,eh-02f3384,2026-06,0.0,530.5,0,132.62,Event Hubs,Capture to storage
Finance-Systems,sqldb-10e9583,2026-06,1027.0,356.7,0,1718.47,SQL Database,Standard S3 production
Mobile-Backend,fd-05ae464,2026-06,0.0,0.0,39643402,297.32,Front Door,Global load balancer
Internal-Tools,aks-0ec9743,2026-06,1447.5,0.0,0,2171.2,AKS,Staging K8s cluster
DR-Recovery,cosmos-02ed229,2026-06,941.0,65.3,19603999,637.13,Cosmos DB,Config store
Partner-Integration,sb-0685610,2026-06,726.8,0.0,10094584,552.68,Service Bus,Premium messaging
Data-Science,blob-10e3276,2026-06,0.0,9401.9,94018,282.06,Blob Storage,Backup storage
Finance-Systems,app-0ba8317,2026-06,897.4,0.0,0,1091.91,App Service,API app P2v3
Shared-Services,ado-0e6e571,2026-06,520.3,0.0,0,260.13,Azure DevOps,Pipelines hosted
Finance-Systems,blob-0c24932,2026-06,0.0,7583.9,75836,227.51,Blob Storage,Backup storage
Data-Science,sb-03fb113,2026-06,0.0,0.0,22498513,56.24,Service Bus,Standard messaging
Internal-Tools,redis-0e82275,2026-06,635.3,0.0,0,322.06,Azure Cache for Redis,Standard C2 cache
Internal-Tools,redis-0294559,2026-06,598.4,0.0,0,303.38,Azure Cache for Redis,Standard C2 cache
Shared-Services,vm-069e641,2026-06,510.4,0.0,0,4656.64,Virtual Machines,NC6s v3 GPU VM
Finance-Systems,appi-0b64759,2026-06,0.0,0.0,42418898,530.24,Application Insights,APM telemetry
DevOps-Central,acr-00d8552,2026-06,0.0,265.8,531637,175.44,Container Registry,Docker image registry
Production-Secondary,aks-0508393,2026-06,1591.3,0.0,0,2386.9,AKS,Staging K8s cluster
Production-Main,vm-0ae6301,2026-06,996.0,0.0,0,1414.26,Virtual Machines,F4s v2 compute node
Production-Secondary,cosmos-0c42811,2026-06,531.8,73.9,18464773,692.43,Cosmos DB,Event store
Customer-Portal,sentinel-024e511,2026-06,0.0,0.0,121837875,3045.95,Microsoft Sentinel,SIEM detection
Customer-Portal,blob-0e7d167,2026-06,0.0,4694.0,0,469.4,Blob Storage,Security audit logs
Analytics-Platform,eh-0daf110,2026-06,520.3,0.0,21683140,237.43,Event Hubs,Standard throughput units
DR-Recovery,redis-091e910,2026-06,780.0,0.0,0,949.0,Azure Cache for Redis,Premium P1 cache
Production-Secondary,blob-107a413,2026-06,0.0,2807.8,7487431,365.01,Blob Storage,Build artifacts
Production-Main,eh-0f89343,2026-06,726.1,0.0,30252894,331.27,Event Hubs,Standard throughput units
Finance-Systems,ado-0222957,2026-06,476.4,0.0,0,238.2,Azure DevOps,Pipelines hosted
Customer-Portal,cosmos-0b44271,2026-06,527.8,73.3,18323690,687.13,Cosmos DB,Event store
Production-Main,vm-06e4791,2026-06,487.1,0.0,0,4445.05,Virtual Machines,NC6s v3 GPU VM
Production-Secondary,cosmos-0070623,2026-06,723.9,201.1,40219028,1633.9,Cosmos DB,User data store
Security-Ops,sqldb-0408548,2026-06,835.2,58.0,0,173.59,SQL Database,Basic dev database
Production-Secondary,cosmos-091d756,2026-06,780.8,216.9,43379947,1762.31,Cosmos DB,User data store
Customer-Portal,vm-025d194,2026-06,931.0,0.0,0,283.17,Virtual Machines,B2s development VM
Security-Ops,sentinel-0f54548,2026-06,0.0,0.0,91196728,2279.92,Microsoft Sentinel,SIEM detection
DevOps-Central,app-00eb594,2026-06,713.4,0.0,0,867.98,App Service,API app P2v3
Production-Secondary,fd-005a664,2026-06,0.0,0.0,73131698,548.49,Front Door,Global load balancer
Shared-Services,ado-09e6900,2026-06,585.1,0.0,0,292.49,Azure DevOps,Pipelines hosted
DevOps-Central,blob-00d9603,2026-06,0.0,5721.7,0,572.17,Blob Storage,Security audit logs
Analytics-Platform,aks-1048569,2026-06,582.0,0.0,0,2618.69,AKS,Production K8s cluster
Partner-Integration,ado-0b3b205,2026-06,647.7,0.0,0,323.9,Azure DevOps,Pipelines hosted
Partner-Integration,sqldb-03a5439,2026-06,703.5,488.5,0,2853.0,SQL Database,Premium P1 analytics
DevOps-Central,aks-0e66233,2026-06,395.4,0.0,0,593.18,AKS,Dev K8s cluster
Production-Secondary,blob-081e798,2026-06,0.0,7191.8,2696939,382.06,Blob Storage,Data lake storage
Finance-Systems,sqldb-020f404,2026-06,978.5,339.8,0,1637.37,SQL Database,Standard S3 production
DevOps-Central,kv-0b3d149,2026-06,0.0,0.0,2646068,7.94,Key Vault,Secrets management
Production-Secondary,app-10d9619,2026-06,665.6,0.0,0,101.23,App Service,Web app B1
Production-Secondary,sqldb-051f349,2026-06,470.4,163.3,0,787.15,SQL Database,Standard S3 production
Shared-Services,vm-05ec122,2026-06,602.5,0.0,0,1099.47,Virtual Machines,E4s v3 SIEM collector
Internal-Tools,sentinel-0cd3679,2026-06,0.0,0.0,69257029,1731.42,Microsoft Sentinel,SIEM detection
Partner-Integration,azmon-0cbf470,2026-06,0.0,282.9,37723661,400.83,Azure Monitor,Logs and metrics
Shared-Services,sb-042f463,2026-06,535.7,0.0,7440954,407.39,Service Bus,Premium messaging
Mobile-Backend,aks-0e51488,2026-06,1219.8,0.0,0,1829.76,AKS,Staging K8s cluster
Shared-Services,sb-094b954,2026-06,585.4,0.0,8130985,445.17,Service Bus,Premium messaging
Production-Secondary,sqldb-084c701,2026-06,535.7,186.0,0,896.32,SQL Database,Standard S3 production
Production-Secondary,aks-0e26217,2026-06,328.1,0.0,0,492.15,AKS,Dev K8s cluster
DevOps-Central,redis-0705828,2026-06,759.1,0.0,0,923.65,Azure Cache for Redis,Premium P1 cache
Shared-Services,fd-07bb349,2026-06,0.0,0.0,53066375,398.0,Front Door,Global load balancer
Production-Secondary,sentinel-10f6292,2026-06,0.0,0.0,68508675,1712.72,Microsoft Sentinel,SIEM detection
Production-Main,func-0032597,2026-06,0.0,0.0,2684802,40.27,Azure Functions,Webhook processor
Customer-Portal,cosmos-0253523,2026-06,766.7,53.2,15973136,519.13,Cosmos DB,Config store
Finance-Systems,vm-0cfc281,2026-06,741.5,0.0,0,1804.14,Virtual Machines,D8s v3 application server
Production-Main,app-0e8f585,2026-06,584.7,0.0,0,711.44,App Service,API app P2v3
Production-Secondary,eh-006b891,2026-06,0.0,652.5,0,163.13,Event Hubs,Capture to storage
Customer-Portal,ado-0714795,2026-06,0.0,110.9,0,27.73,Azure DevOps,Artifacts storage
Customer-Portal,vm-0e9c963,2026-06,603.4,0.0,0,1101.06,Virtual Machines,E4s v3 SIEM collector
Finance-Systems,eh-052e307,2026-06,0.0,560.5,0,140.12,Event Hubs,Capture to storage
Mobile-Backend,vm-0d08853,2026-06,651.3,0.0,0,792.36,Virtual Machines,D4s v3 CI runner
Finance-Systems,eh-0220761,2026-06,665.9,0.0,27744521,303.8,Event Hubs,Standard throughput units
Internal-Tools,sentinel-0b74350,2026-06,0.0,0.0,82641186,2066.03,Microsoft Sentinel,SIEM detection
Customer-Portal,acr-0255148,2026-06,0.0,272.3,544547,179.7,Container Registry,Docker image registry
Customer-Portal,blob-0e3d646,2026-06,0.0,4129.2,0,412.92,Blob Storage,Security audit logs
Mobile-Backend,vm-09e5814,2026-06,734.2,0.0,0,2680.12,Virtual Machines,E8s v3 memory-optimized
Shared-Services,sb-10c0746,2026-06,566.2,0.0,7864072,430.55,Service Bus,Premium messaging
DR-Recovery,cosmos-0b34859,2026-06,808.0,56.1,16832607,547.06,Cosmos DB,Config store
Internal-Tools,cosmos-094f603,2026-06,685.7,190.4,38094702,1547.59,Cosmos DB,User data store
Shared-Services,func-01c8820,2026-06,0.0,0.0,9939801,149.1,Azure Functions,API handlers
Production-Main,fd-0041592,2026-06,0.0,0.0,59069390,443.02,Front Door,Global load balancer
Analytics-Platform,ado-0fea891,2026-06,0.0,112.4,0,28.11,Azure DevOps,Artifacts storage
DevOps-Central,app-0c13134,2026-06,1013.2,0.0,0,154.09,App Service,Web app B1
DevOps-Central,appi-0ce4354,2026-06,0.0,0.0,15772435,197.16,Application Insights,Custom metrics
Production-Secondary,redis-0ffb272,2026-06,1055.1,0.0,0,1283.77,Azure Cache for Redis,Premium P1 cache
DR-Recovery,appi-0f14890,2026-06,0.0,0.0,20742677,259.29,Application Insights,Custom metrics
Production-Main,blob-1125912,2026-06,0.0,2682.5,7153355,348.73,Blob Storage,Build artifacts
Finance-Systems,blob-0e74551,2026-06,0.0,9289.3,92889,278.67,Blob Storage,Backup storage
Partner-Integration,azmon-03a4247,2026-06,0.0,267.8,35711595,379.44,Azure Monitor,Logs and metrics
Internal-Tools,eh-0bd6129,2026-06,0.0,576.5,0,144.16,Event Hubs,Capture to storage
Mobile-Backend,acr-07ff591,2026-06,0.0,201.3,402624,132.86,Container Registry,Docker image registry
Customer-Portal,acr-0d83191,2026-06,0.0,224.2,448394,147.97,Container Registry,Docker image registry
Internal-Tools,vm-0d0c590,2026-06,709.0,0.0,0,1006.85,Virtual Machines,F4s v2 compute node
Customer-Portal,vm-0c0d537,2026-06,523.8,0.0,0,955.77,Virtual Machines,E4s v3 SIEM collector
Partner-Integration,redis-066b401,2026-06,683.4,0.0,0,831.52,Azure Cache for Redis,Premium P1 cache
Production-Secondary,blob-0bd9587,2026-06,0.0,2281.7,6084362,296.61,Blob Storage,Build artifacts
Data-Science,cosmos-0fe6107,2026-06,651.4,45.2,13571911,441.09,Cosmos DB,Config store
Production-Main,aks-0a5f479,2026-06,430.0,0.0,0,644.88,AKS,Dev K8s cluster
Analytics-Platform,kv-08c1391,2026-06,0.0,0.0,1624589,4.87,Key Vault,Secrets management
DR-Recovery,appi-0e3a902,2026-06,0.0,0.0,17566886,219.59,Application Insights,Custom metrics
Production-Main,eh-0c55388,2026-06,0.0,662.3,0,165.59,Event Hubs,Capture to storage
Analytics-Platform,kv-0e54871,2026-06,0.0,0.0,1774772,5.32,Key Vault,Secrets management
Customer-Portal,sentinel-0c4c755,2026-06,0.0,0.0,45467537,1136.68,Microsoft Sentinel,Log analytics
Production-Main,eh-0f23188,2026-06,726.4,0.0,30267703,331.44,Event Hubs,Standard throughput units
Internal-Tools,blob-0b2f184,2026-06,0.0,3299.4,8798295,428.92,Blob Storage,Build artifacts
Analytics-Platform,kv-00c3580,2026-06,0.0,0.0,550922,1.65,Key Vault,Certificate store
Shared-Services,fd-046d439,2026-06,0.0,0.0,58995294,442.47,Front Door,Global load balancer
Data-Science,blob-040e812,2026-06,0.0,1975.3,4938252,320.99,Blob Storage,Media content
Shared-Services,kv-0d97187,2026-06,0.0,0.0,405104,1.22,Key Vault,Certificate store
DR-Recovery,kv-0baa296,2026-06,0.0,0.0,3002755,9.0,Key Vault,Secrets management
DevOps-Central,blob-04ad851,2026-06,0.0,8595.1,3223166,456.61,Blob Storage,Data lake storage
Production-Secondary,redis-0a16837,2026-06,918.9,0.0,0,1118.04,Azure Cache for Redis,Premium P1 cache
Production-Secondary,sb-0062995,2026-06,897.2,0.0,12460813,682.23,Service Bus,Premium messaging
Production-Secondary,app-0069940,2026-06,680.2,0.0,0,103.45,App Service,Web app B1
Shared-Services,func-06e8816,2026-06,0.0,0.0,9536154,143.04,Azure Functions,API handlers
Internal-Tools,sentinel-0a0c256,2026-06,0.0,0.0,69132816,1728.32,Microsoft Sentinel,SIEM detection
Production-Main,blob-0d02486,2026-06,0.0,24650.7,61626,197.21,Blob Storage,Archive tier
DR-Recovery,sb-10f8769,2026-06,0.0,0.0,16229123,40.57,Service Bus,Standard messaging
Finance-Systems,sqldb-0c9c210,2026-06,969.2,336.6,0,1621.76,SQL Database,Standard S3 production
Data-Science,appi-0a5a764,2026-06,0.0,0.0,59842095,748.03,Application Insights,APM telemetry
Production-Secondary,sqldb-1063866,2026-06,470.3,163.3,0,786.86,SQL Database,Standard S3 production
Finance-Systems,cosmos-0972198,2026-06,507.2,70.5,17610810,660.4,Cosmos DB,Event store
Shared-Services,vm-01b9536,2026-06,807.7,0.0,0,1146.96,Virtual Machines,F4s v2 compute node
Production-Main,blob-061f857,2026-06,0.0,5164.4,0,516.44,Blob Storage,Security audit logs
Security-Ops,vm-084d410,2026-06,609.5,0.0,0,2224.81,Virtual Machines,E8s v3 memory-optimized
Production-Main,vm-0e62704,2026-06,562.8,0.0,0,342.37,Virtual Machines,D2s v3 utility server
Shared-Services,ado-0603789,2026-06,0.0,86.0,0,21.51,Azure DevOps,Artifacts storage
Shared-Services,ado-0d38457,2026-06,489.7,0.0,0,244.81,Azure DevOps,Pipelines hosted
Shared-Services,ado-0c7e652,2026-06,0.0,90.4,0,22.59,Azure DevOps,Artifacts storage
Data-Science,blob-0154681,2026-06,0.0,18541.4,46353,148.33,Blob Storage,Archive tier
Shared-Services,cosmos-0fc1348,2026-06,619.7,86.0,21517859,806.92,Cosmos DB,Event store
Finance-Systems,blob-0820121,2026-06,0.0,9777.0,97766,293.3,Blob Storage,Backup storage
Analytics-Platform,kv-0406146,2026-06,0.0,0.0,1706279,5.12,Key Vault,Secrets management
DevOps-Central,appi-0c51901,2026-06,0.0,0.0,70842390,885.52,Application Insights,APM telemetry
DevOps-Central,aks-00e8216,2026-06,2008.2,0.0,0,3012.29,AKS,Staging K8s cluster
Partner-Integration,sb-07e9878,2026-06,709.5,0.0,9853948,539.5,Service Bus,Premium messaging
Customer-Portal,azmon-0aa3619,2026-06,0.0,207.6,27684165,294.14,Azure Monitor,Logs and metrics
Shared-Services,func-0995812,2026-06,0.0,0.0,2955617,44.34,Azure Functions,Webhook processor
Production-Secondary,app-1000684,2026-06,620.4,0.0,0,94.34,App Service,Web app B1
Mobile-Backend,vm-0b10826,2026-06,758.9,0.0,0,461.67,Virtual Machines,D2s v3 utility server
Shared-Services,vm-10e0416,2026-06,745.1,0.0,0,1813.17,Virtual Machines,D8s v3 application server
Production-Secondary,blob-0416770,2026-06,0.0,12674.9,31687,101.4,Blob Storage,Archive tier
DevOps-Central,blob-061a187,2026-06,0.0,4878.8,0,487.88,Blob Storage,Security audit logs
Customer-Portal,acr-0e00958,2026-06,0.0,214.9,429749,141.82,Container Registry,Docker image registry
Production-Secondary,eh-0576711,2026-06,611.9,0.0,25498088,279.2,Event Hubs,Standard throughput units
Production-Secondary,app-0745398,2026-06,712.1,0.0,0,108.3,App Service,Web app B1
DevOps-Central,redis-08a8623,2026-06,812.5,0.0,0,988.47,Azure Cache for Redis,Premium P1 cache
Mobile-Backend,vm-0d27691,2026-06,566.8,0.0,0,689.51,Virtual Machines,D4s v3 CI runner
Shared-Services,func-04c7461,2026-06,0.0,0.0,9988620,149.83,Azure Functions,API handlers
DevOps-Central,sqldb-0a91564,2026-06,674.2,234.0,0,1128.04,SQL Database,Standard S3 production
Production-Secondary,sqldb-0789138,2026-06,400.0,138.8,0,669.28,SQL Database,Standard S3 production
Finance-Systems,app-0c58925,2026-06,760.7,0.0,0,925.49,App Service,API app P2v3
