lineItem/UsageAccountId,lineItem/ResourceId,bill/BillingPeriodStartDate,lineItem/UsageAmount_ComputeHours,lineItem/UsageAmount_StorageGB,lineItem/UsageAmount_APIRequests,lineItem/UnblendedCost,product/ProductName,lineItem/LineItemDescription
Finance-Systems,vpn-0b15944,2026-06,927.0,0.0,0,234.95,VPN Gateway,Client VPN endpoint
Internal-Tools,vpn-02cf704,2026-06,967.0,0.0,0,490.22,VPN Gateway,Site-to-site VPN
Edge-Network,i-0324608,2026-06,820.3,0.0,0,1421.81,EC2,r5.xlarge cache server
Internal-Tools,ebs-077e364,2026-06,0.0,503.6,0,314.79,EBS,io2 volumes database
Compliance-Audit,s3-0660837,2026-06,0.0,15427.4,3085451,539.95,S3,Data lake raw zone
Data-Science,rds-0535688,2026-06,833.5,578.7,0,2141.62,RDS,db.r5.xlarge PostgreSQL primary
Marketing-Platform,nat-01de756,2026-06,544.9,0.0,0,124.31,NAT Gateway,Staging VPC NAT
Production-Main,i-0010646,2026-06,824.0,0.0,0,714.16,EC2,m5.large monitoring server
Marketing-Platform,sqs-0be6230,2026-06,0.0,0.0,537391,0.27,SQS,Dead letter queue
DevOps-Central,ebs-0eed939,2026-06,0.0,540.2,0,337.6,EBS,io2 volumes database
Marketing-Platform,rds-0f55476,2026-06,1019.4,708.0,0,2619.38,RDS,db.r5.xlarge PostgreSQL primary
Security-Ops,lam-0777578,2026-06,0.0,0.0,25953611,181.67,Lambda,Data transformer
Partner-Integration,ddb-040d764,2026-06,1038.0,144.2,216238806,1621.79,DynamoDB,Cache table
Edge-Network,sns-0686722,2026-06,0.0,0.0,12912611,6.46,SNS,Alert notifications
Partner-Integration,rs-092a741,2026-06,809.5,2248.6,0,4103.87,Redshift,Data warehouse cluster
Compliance-Audit,ses-077a783,2026-06,0.0,0.0,1667732,2.01,SES,Transactional email
Internal-Tools,lam-02c8433,2026-06,0.0,0.0,24926156,174.48,Lambda,Data transformer
ML-Training,ec-0a90713,2026-06,1051.0,0.0,0,756.74,ElastiCache,Redis production cluster
Internal-Tools,elb-0cc9306,2026-06,558.1,0.0,23254498,169.29,ELB,Application load balancer
Data-Science,i-078f171,2026-06,385.7,0.0,0,1118.76,EC2,c5.2xlarge HPC node
Internal-Tools,s3-05e0714,2026-06,0.0,6299.0,62987,144.87,S3,Backup storage bucket
Edge-Network,kin-115a265,2026-06,554.9,0.0,15412593,225.03,Kinesis,Firehose delivery
Edge-Network,ecs-0bcd990,2026-06,304.8,0.0,0,556.25,ECS,Fargate worker cluster
Edge-Network,s3-0c38314,2026-06,0.0,12826.4,128262,295.01,S3,Backup storage bucket
ML-Training,rds-0967983,2026-06,627.2,696.9,0,1463.46,RDS,db.m5.xlarge analytics DB
Partner-Integration,s3-06f7590,2026-06,0.0,8950.6,559416,223.77,S3,Log archive bucket
QA-Testing,elb-0846481,2026-06,797.5,0.0,33231372,241.92,ELB,Application load balancer
Edge-Network,sns-0459907,2026-06,0.0,0.0,11822177,5.91,SNS,Alert notifications
Data-Science,i-08de409,2026-06,561.5,0.0,0,973.3,EC2,r5.xlarge cache server
Compliance-Audit,ec-10e5547,2026-06,727.3,0.0,0,523.63,ElastiCache,Redis production cluster
ML-Training,i-0b4c167,2026-06,883.2,0.0,0,1531.53,EC2,m5.xlarge web server
Security-Ops,sqs-0a52870,2026-06,0.0,0.0,42652594,21.33,SQS,Event notification queue
Internal-Tools,lam-02cc497,2026-06,0.0,0.0,2758148,19.31,Lambda,Webhook processor
Production-Main,r53-0d5a947,2026-06,0.0,0.0,15070481,22.61,Route 53,Health checks
Internal-Tools,s3-0e38705,2026-06,0.0,3726.2,1863111,139.74,S3,Analytics export bucket
Edge-Network,vpn-0a43272,2026-06,719.5,0.0,0,182.37,VPN Gateway,Client VPN endpoint
ML-Training,lam-0372889,2026-06,0.0,0.0,43835444,304.66,Lambda,API gateway handler
ML-Training,kin-0b4b498,2026-06,682.9,0.0,28453630,415.42,Kinesis,Data stream ingestion
Finance-Systems,elb-0452249,2026-06,594.8,0.0,8261239,120.28,ELB,Classic load balancer
Security-Ops,sm-045e298,2026-06,0.0,0.0,1139188,4.56,Secrets Manager,Application secrets
ML-Training,lam-0d73769,2026-06,0.0,0.0,12020164,84.15,Lambda,Notification dispatcher
Marketing-Platform,rs-0ba2171,2026-06,424.2,1178.3,0,2150.43,Redshift,Data warehouse cluster
Internal-Tools,lam-02cb754,2026-06,0.0,0.0,62558327,437.91,Lambda,Auth token validator
Partner-Integration,rds-0c9f949,2026-06,367.9,102.1,0,434.26,RDS,db.t3.medium MySQL staging
Internal-Tools,s3-0fe8428,2026-06,0.0,6616.4,413516,165.4,S3,Log archive bucket
Edge-Network,sns-074f285,2026-06,0.0,0.0,12376106,6.19,SNS,Alert notifications
Security-Ops,lam-0f58332,2026-06,0.0,0.0,1285754,9.64,Lambda,Cron job runner
Marketing-Platform,i-01eb577,2026-06,664.8,0.0,0,576.65,EC2,t3.large application server
Marketing-Platform,lam-1106899,2026-06,0.0,0.0,18296100,128.07,Lambda,Data transformer
Edge-Network,sns-030d402,2026-06,0.0,0.0,12234905,6.12,SNS,Alert notifications
Internal-Tools,ec-0ef0731,2026-06,606.4,0.0,0,436.57,ElastiCache,Redis production cluster
Security-Ops,r53-018e416,2026-06,0.0,0.0,10738078,16.11,Route 53,Health checks
Shared-Services,rds-0c01640,2026-06,703.3,195.4,0,634.97,RDS,db.t3.large development DB
Customer-Portal,vpn-0ca0711,2026-06,1030.6,0.0,0,261.23,VPN Gateway,Client VPN endpoint
Production-Main,ebs-0000818,2026-06,0.0,600.6,0,375.38,EBS,io2 volumes database
Compliance-Audit,s3-0a24119,2026-06,0.0,12759.7,2551924,446.58,S3,Data lake raw zone
Production-Secondary,i-007f340,2026-06,983.8,0.0,0,853.32,EC2,t3.large application server
Data-Science,i-0f03164,2026-06,521.6,0.0,0,904.18,EC2,r5.xlarge cache server
Data-Science,i-013e564,2026-06,771.4,0.0,0,334.54,EC2,t3.medium API server
Finance-Systems,eks-07ae725,2026-06,854.1,0.0,0,2562.34,EKS,Production K8s cluster
Production-Main,cf-0753522,2026-06,0.0,0.0,85693170,428.47,CloudFront,CDN media distribution
ML-Training,ebs-094c540,2026-06,0.0,701.5,0,438.44,EBS,io2 volumes database
QA-Testing,ses-0bb1203,2026-06,0.0,0.0,2795388,3.36,SES,Transactional email
DevOps-Central,kin-0afa513,2026-06,915.3,0.0,25425264,371.22,Kinesis,Firehose delivery
Finance-Systems,elb-0dfb753,2026-06,904.1,0.0,62787079,391.79,ELB,Network load balancer
Security-Ops,ec-1071526,2026-06,642.5,0.0,0,231.33,ElastiCache,Redis staging cluster
Finance-Systems,s3-0ffa665,2026-06,0.0,5230.0,8368001,381.79,S3,Media content bucket
Marketing-Platform,rds-09c8470,2026-06,1012.2,703.0,0,2600.93,RDS,db.r5.xlarge PostgreSQL primary
Internal-Tools,elb-05c6198,2026-06,1084.9,0.0,15068941,219.4,ELB,Classic load balancer
ML-Training,kin-036d547,2026-06,873.1,0.0,36379392,531.14,Kinesis,Data stream ingestion
Compliance-Audit,ec-0ebf584,2026-06,577.8,0.0,0,415.98,ElastiCache,Redis production cluster
Partner-Integration,cf-08c7521,2026-06,0.0,0.0,39756496,198.78,CloudFront,CDN API distribution
Internal-Tools,s3-0d89977,2026-06,0.0,4166.7,6666618,304.16,S3,Media content bucket
Marketing-Platform,lam-01cd667,2026-06,0.0,0.0,21551964,150.86,Lambda,Data transformer
Partner-Integration,sm-1004542,2026-06,0.0,0.0,1287751,5.15,Secrets Manager,Application secrets
Customer-Portal,s3-0739784,2026-06,0.0,18445.0,3689017,645.58,S3,Data lake raw zone
Marketing-Platform,i-01e8508,2026-06,678.1,0.0,0,1175.32,EC2,r5.xlarge cache server
Edge-Network,eks-0321899,2026-06,568.0,0.0,0,1703.92,EKS,Production K8s cluster
Finance-Systems,s3-055a789,2026-06,0.0,1182.4,2364699,103.46,S3,Artifact storage
Internal-Tools,ec-0419804,2026-06,556.9,0.0,0,400.94,ElastiCache,Redis production cluster
QA-Testing,lam-099e683,2026-06,0.0,0.0,2874143,20.12,Lambda,Webhook processor
ML-Training,lam-10da892,2026-06,0.0,0.0,10744164,75.21,Lambda,Notification dispatcher
Production-Main,ecs-001e666,2026-06,513.8,0.0,0,937.65,ECS,Fargate API cluster
Production-Secondary,r53-0e61207,2026-06,0.0,0.0,8932006,13.4,Route 53,Health checks
ML-Training,i-0367966,2026-06,894.3,0.0,0,1550.71,EC2,m5.xlarge web server
Customer-Portal,ses-0825680,2026-06,0.0,0.0,683291,0.82,SES,Marketing email
Internal-Tools,ebs-0b3f304,2026-06,0.0,1561.5,0,195.18,EBS,gp3 volumes production
Data-Science,ses-014a460,2026-06,0.0,0.0,2240574,2.69,SES,Transactional email
Production-Main,ecs-001d579,2026-06,348.2,0.0,0,635.41,ECS,Fargate worker cluster
Marketing-Platform,sm-07dd433,2026-06,0.0,0.0,1003349,4.01,Secrets Manager,Application secrets
Production-Secondary,r53-10c5816,2026-06,0.0,0.0,7596580,11.39,Route 53,Health checks
Edge-Network,ecs-0fc0400,2026-06,414.0,0.0,0,755.63,ECS,Fargate API cluster
ML-Training,rs-0942720,2026-06,0.0,0.0,4914752,245.74,Redshift,Spectrum queries
Partner-Integration,cf-08ff891,2026-06,0.0,0.0,39084338,195.42,CloudFront,CDN API distribution
Production-Main,r53-0a68605,2026-06,0.0,0.0,12572310,18.86,Route 53,Health checks
Finance-Systems,rds-08ea254,2026-06,546.7,759.3,0,2429.62,RDS,db.r5.2xlarge Aurora cluster
Compliance-Audit,ses-0381310,2026-06,0.0,0.0,1541760,1.85,SES,Transactional email
Compliance-Audit,rs-07a8173,2026-06,0.0,0.0,5447245,272.36,Redshift,Spectrum queries
Security-Ops,ecs-0ba6598,2026-06,170.0,0.0,0,310.27,ECS,Fargate batch cluster
ML-Training,i-0c81746,2026-06,654.4,0.0,0,567.13,EC2,m5.large monitoring server
Customer-Portal,cf-028b887,2026-06,0.0,0.0,28152447,140.76,CloudFront,CDN static assets
Edge-Network,ebs-072d290,2026-06,0.0,714.9,0,89.36,EBS,gp3 volumes production
Mobile-Backend,sqs-0865398,2026-06,0.0,0.0,345633,0.17,SQS,Dead letter queue
Customer-Portal,ses-1122543,2026-06,0.0,0.0,2657759,3.19,SES,Transactional email
Marketing-Platform,ddb-0f43677,2026-06,554.8,7.7,3852766,67.42,DynamoDB,Config store table
Marketing-Platform,sqs-0b48223,2026-06,0.0,0.0,547104,0.27,SQS,Dead letter queue
Customer-Portal,vpn-0e39121,2026-06,801.6,0.0,0,203.17,VPN Gateway,Client VPN endpoint
Compliance-Audit,rds-116e550,2026-06,1126.1,782.1,0,2228.81,RDS,db.r5.large PostgreSQL replica
Finance-Systems,rds-023d564,2026-06,911.6,633.0,0,1804.17,RDS,db.r5.large PostgreSQL replica
QA-Testing,elb-0d3a401,2026-06,712.2,0.0,9891815,144.02,ELB,Classic load balancer
Internal-Tools,ec-0cbe439,2026-06,552.6,0.0,0,397.87,ElastiCache,Redis production cluster
Partner-Integration,sqs-0654966,2026-06,0.0,0.0,25643254,12.82,SQS,Event notification queue
Compliance-Audit,ecs-0daa871,2026-06,460.3,0.0,0,840.07,ECS,Fargate worker cluster
Data-Science,i-0f62656,2026-06,468.8,0.0,0,812.66,EC2,r5.xlarge cache server
Compliance-Audit,rds-08cd532,2026-06,355.1,98.6,0,419.2,RDS,db.t3.medium MySQL staging
Production-Main,s3-050b772,2026-06,0.0,9567.4,597958,239.18,S3,Log archive bucket
Data-Science,rds-08d7648,2026-06,840.6,583.7,0,2159.75,RDS,db.r5.xlarge PostgreSQL primary
Data-Science,i-1072168,2026-06,613.5,0.0,0,531.71,EC2,m5.large monitoring server
Internal-Tools,s3-0c32773,2026-06,0.0,7144.0,71438,164.31,S3,Backup storage bucket
ML-Training,sns-0a08133,2026-06,0.0,0.0,9259828,4.63,SNS,Alert notifications
Production-Main,ecs-074b718,2026-06,373.4,0.0,0,681.43,ECS,Fargate worker cluster
Partner-Integration,rds-071b467,2026-06,418.3,116.2,0,493.72,RDS,db.t3.medium MySQL staging
Customer-Portal,vpn-0282677,2026-06,957.3,0.0,0,242.64,VPN Gateway,Client VPN endpoint
DevOps-Central,ec-1050337,2026-06,794.1,0.0,0,571.7,ElastiCache,Redis production cluster
Production-Main,s3-10fa940,2026-06,0.0,10008.2,625511,250.21,S3,Log archive bucket
Internal-Tools,s3-05e5658,2026-06,0.0,7674.4,479651,191.87,S3,Log archive bucket
Data-Science,sm-0142508,2026-06,0.0,0.0,1279193,5.12,Secrets Manager,Application secrets
Edge-Network,sns-06be252,2026-06,0.0,0.0,10959994,5.48,SNS,Alert notifications
Production-Secondary,s3-0076278,2026-06,0.0,1223.7,2447388,107.07,S3,Artifact storage
Marketing-Platform,rds-0d1a186,2026-06,626.5,435.1,0,1240.03,RDS,db.r5.large PostgreSQL replica
Partner-Integration,rds-042d472,2026-06,452.6,125.7,0,534.29,RDS,db.t3.medium MySQL staging
Partner-Integration,rs-04c5955,2026-06,0.0,0.0,5317149,265.86,Redshift,Spectrum queries
Customer-Portal,ebs-06c4378,2026-06,0.0,590.5,0,369.01,EBS,io2 volumes database
Partner-Integration,cf-0e49841,2026-06,0.0,0.0,39713449,198.57,CloudFront,CDN API distribution
Compliance-Audit,i-0810870,2026-06,872.3,0.0,0,756.03,EC2,m5.large monitoring server
Marketing-Platform,i-0860850,2026-06,548.2,0.0,0,1900.52,EC2,r5.2xlarge database server
Partner-Integration,rds-10b5322,2026-06,991.8,688.7,0,1962.76,RDS,db.r5.large PostgreSQL replica
ML-Training,ebs-0ac5539,2026-06,0.0,3902.5,0,175.61,EBS,st1 volumes archive
Mobile-Backend,sqs-05b2924,2026-06,0.0,0.0,399755,0.2,SQS,Dead letter queue
Production-Main,ec-000c489,2026-06,940.7,0.0,0,677.31,ElastiCache,Redis production cluster
Compliance-Audit,ebs-0392523,2026-06,0.0,253.1,0,31.64,EBS,gp3 volumes staging
Finance-Systems,elb-024a650,2026-06,563.8,0.0,7830432,114.01,ELB,Classic load balancer
Compliance-Audit,sns-0767851,2026-06,0.0,0.0,17482907,8.74,SNS,Event fanout topic
Production-Main,i-0c80371,2026-06,404.5,0.0,0,1173.22,EC2,c5.2xlarge HPC node
Marketing-Platform,rs-0dba560,2026-06,0.0,0.0,6161412,308.06,Redshift,Spectrum queries
Security-Ops,ebs-0625274,2026-06,0.0,626.6,0,391.62,EBS,io2 volumes database
Customer-Portal,elb-0784552,2026-06,678.1,0.0,28251958,205.68,ELB,Application load balancer
Internal-Tools,lam-0bda239,2026-06,0.0,0.0,31837039,221.27,Lambda,API gateway handler
Internal-Tools,sqs-03fc213,2026-06,0.0,0.0,47159237,23.58,SQS,Order processing queue
Finance-Systems,s3-113d678,2026-06,0.0,69.8,34917188,226.97,S3,Static website hosting
Edge-Network,vpn-0e0d648,2026-06,740.3,0.0,0,187.65,VPN Gateway,Client VPN endpoint
Edge-Network,ecs-0c03661,2026-06,303.9,0.0,0,554.55,ECS,Fargate worker cluster
Production-Main,ebs-0fb8180,2026-06,0.0,638.2,0,398.87,EBS,io2 volumes database
ML-Training,rs-0727239,2026-06,0.0,0.0,3864765,193.24,Redshift,Spectrum queries
Internal-Tools,ebs-0793510,2026-06,0.0,253.2,0,31.66,EBS,gp3 volumes staging
Internal-Tools,sqs-10ac145,2026-06,0.0,0.0,48508048,24.26,SQS,Order processing queue
QA-Testing,ebs-0a44533,2026-06,0.0,1196.1,0,149.51,EBS,gp3 volumes production
Marketing-Platform,rds-0e92796,2026-06,535.8,372.1,0,1060.5,RDS,db.r5.large PostgreSQL replica
Security-Ops,ses-0ecc552,2026-06,0.0,0.0,2074446,2.49,SES,Transactional email
Production-Main,ecs-06dd673,2026-06,355.6,0.0,0,648.96,ECS,Fargate batch cluster
Mobile-Backend,kin-04f8523,2026-06,744.8,0.0,31034144,453.1,Kinesis,Data stream ingestion
Production-Secondary,sqs-0aca971,2026-06,0.0,0.0,25989444,13.0,SQS,Event notification queue
Customer-Portal,ses-0289612,2026-06,0.0,0.0,2413828,2.9,SES,Transactional email
Compliance-Audit,s3-104d117,2026-06,0.0,613.0,1226220,53.65,S3,Artifact storage
ML-Training,rds-0376427,2026-06,678.8,754.2,0,1583.85,RDS,db.m5.xlarge analytics DB
Partner-Integration,kin-03c3921,2026-06,909.9,0.0,37914026,553.54,Kinesis,Data stream ingestion
Security-Ops,ecs-04a1561,2026-06,532.5,0.0,0,971.76,ECS,Fargate API cluster
Security-Ops,s3-052c304,2026-06,0.0,5700.4,356273,142.51,S3,Log archive bucket
DevOps-Central,ec-0f73376,2026-06,858.9,0.0,0,618.42,ElastiCache,Redis production cluster
DevOps-Central,ec-0a03550,2026-06,812.1,0.0,0,584.74,ElastiCache,Redis production cluster
Compliance-Audit,s3-0471757,2026-06,0.0,685.2,1370519,59.96,S3,Artifact storage
Edge-Network,sns-07f5105,2026-06,0.0,0.0,12649744,6.33,SNS,Alert notifications
Compliance-Audit,ec-078e845,2026-06,656.8,0.0,0,472.88,ElastiCache,Redis production cluster
Data-Science,rds-0e50804,2026-06,678.2,188.4,0,612.26,RDS,db.t3.large development DB
Marketing-Platform,ddb-0fab389,2026-06,469.1,32.7,52129714,366.53,DynamoDB,Session store table
Mobile-Backend,sqs-097c579,2026-06,0.0,0.0,302494,0.15,SQS,Dead letter queue
Edge-Network,vpn-10a9783,2026-06,499.1,0.0,0,253.0,VPN Gateway,Site-to-site VPN
Internal-Tools,rds-02c3290,2026-06,821.4,228.2,0,741.54,RDS,db.t3.large development DB
Marketing-Platform,ddb-10a5298,2026-06,557.3,38.8,61932535,435.46,DynamoDB,Session store table
Finance-Systems,rs-023b632,2026-06,669.4,1859.4,0,3393.34,Redshift,Data warehouse cluster
Finance-Systems,s3-0245238,2026-06,0.0,2478.0,1238980,92.92,S3,Analytics export bucket
Production-Main,i-0bf4805,2026-06,658.9,0.0,0,2283.88,EC2,m5.2xlarge batch processor
Compliance-Audit,i-0673829,2026-06,524.0,0.0,0,227.28,EC2,t3.medium API server
Data-Science,i-0530222,2026-06,822.3,0.0,0,60.03,EC2,t3.micro bastion host
Compliance-Audit,s3-0b32274,2026-06,0.0,816.0,1632106,71.41,S3,Artifact storage
Data-Science,i-0b3a756,2026-06,491.7,0.0,0,1704.56,EC2,m5.2xlarge batch processor
Production-Main,s3-0965144,2026-06,0.0,13904.2,2780849,486.64,S3,Data lake raw zone
QA-Testing,ec-10c3544,2026-06,942.8,0.0,0,678.81,ElastiCache,Redis production cluster
Production-Main,lam-0cef839,2026-06,0.0,0.0,34848368,243.94,Lambda,Data transformer
Edge-Network,s3-0b73418,2026-06,0.0,57.2,28615658,185.99,S3,Static website hosting
Marketing-Platform,rds-0fff478,2026-06,527.2,146.5,0,622.39,RDS,db.t3.medium MySQL staging
Data-Science,rds-0432834,2026-06,664.3,461.2,0,1706.76,RDS,db.r5.xlarge PostgreSQL primary
ML-Training,rds-091b932,2026-06,705.7,784.1,0,1646.56,RDS,db.m5.xlarge analytics DB
Internal-Tools,s3-0969861,2026-06,0.0,4354.3,6966794,317.86,S3,Media content bucket
ML-Training,ebs-10d1413,2026-06,0.0,4639.5,0,208.78,EBS,st1 volumes archive
Internal-Tools,rds-0e18966,2026-06,375.9,104.4,0,443.81,RDS,db.t3.medium MySQL staging
Data-Science,eks-0147675,2026-06,799.6,0.0,0,2398.74,EKS,Production K8s cluster
Data-Science,i-1025803,2026-06,718.5,0.0,0,622.77,EC2,m5.large monitoring server
Production-Main,sns-001c263,2026-06,0.0,0.0,8069889,4.03,SNS,Alert notifications
Partner-Integration,elb-03da159,2026-06,662.0,0.0,9193898,133.86,ELB,Classic load balancer
Production-Main,kin-10af674,2026-06,647.5,0.0,17987738,262.62,Kinesis,Firehose delivery
Marketing-Platform,ddb-0b9f375,2026-06,718.5,49.9,79834867,561.34,DynamoDB,Session store table
Compliance-Audit,ec-037d484,2026-06,676.3,0.0,0,486.92,ElastiCache,Redis production cluster
Security-Ops,ecs-0be1976,2026-06,186.4,0.0,0,340.15,ECS,Fargate batch cluster
Compliance-Audit,rds-097a830,2026-06,776.9,863.3,0,1812.96,RDS,db.m5.xlarge analytics DB
Internal-Tools,ec-0c53926,2026-06,498.5,0.0,0,358.9,ElastiCache,Redis production cluster
Data-Science,rds-0136144,2026-06,980.5,680.9,0,1940.55,RDS,db.r5.large PostgreSQL replica
Shared-Services,rds-1070832,2026-06,518.4,360.0,0,1025.89,RDS,db.r5.large PostgreSQL replica
Compliance-Audit,rds-0d55733,2026-06,756.5,525.4,0,1497.26,RDS,db.r5.large PostgreSQL replica
Production-Secondary,r53-1192859,2026-06,0.0,0.0,8503918,12.75,Route 53,Health checks
Internal-Tools,s3-10d4811,2026-06,0.0,3907.9,6252622,285.28,S3,Media content bucket
Compliance-Audit,r53-1052440,2026-06,0.0,0.0,7446485,11.17,Route 53,Health checks
Production-Main,s3-0019862,2026-06,0.0,2393.2,1196611,89.75,S3,Analytics export bucket
Mobile-Backend,sqs-0da8365,2026-06,0.0,0.0,315988,0.16,SQS,Dead letter queue
Shared-Services,rds-0781760,2026-06,639.0,177.5,0,576.85,RDS,db.t3.large development DB
Marketing-Platform,sm-0de2274,2026-06,0.0,0.0,904888,3.62,Secrets Manager,Application secrets
Edge-Network,i-0328891,2026-06,388.9,0.0,0,1127.68,EC2,c5.2xlarge HPC node
Compliance-Audit,s3-079d136,2026-06,0.0,12749.6,2549906,446.23,S3,Data lake raw zone
Edge-Network,vpn-0315511,2026-06,717.5,0.0,0,181.86,VPN Gateway,Client VPN endpoint
Marketing-Platform,rds-0878977,2026-06,390.1,108.4,0,460.52,RDS,db.t3.medium MySQL staging
Internal-Tools,s3-0a01897,2026-06,0.0,4431.3,7090040,323.48,S3,Media content bucket
Data-Science,ec-0145951,2026-06,537.8,0.0,0,193.62,ElastiCache,Redis staging cluster
DevOps-Central,ebs-00cc665,2026-06,0.0,434.0,0,271.22,EBS,io2 volumes database
Partner-Integration,elb-0a75516,2026-06,875.8,0.0,12163526,177.09,ELB,Classic load balancer
Production-Main,i-000f723,2026-06,830.6,0.0,0,360.22,EC2,t3.medium API server
Compliance-Audit,s3-0c23914,2026-06,0.0,4471.6,2235746,167.68,S3,Analytics export bucket
Production-Main,cf-0a65604,2026-06,0.0,0.0,40002420,200.01,CloudFront,CDN API distribution
Data-Science,nat-054b109,2026-06,526.1,0.0,0,120.02,NAT Gateway,Staging VPC NAT
Compliance-Audit,sns-0bfb153,2026-06,0.0,0.0,14635150,7.31,SNS,Alert notifications
Production-Main,lam-1147471,2026-06,0.0,0.0,32227156,225.59,Lambda,Data transformer
Compliance-Audit,s3-0575814,2026-06,0.0,3435.6,1717780,128.83,S3,Analytics export bucket
Data-Science,rds-0134211,2026-06,762.7,529.6,0,1959.64,RDS,db.r5.xlarge PostgreSQL primary
Partner-Integration,ses-03ca997,2026-06,0.0,0.0,644223,0.77,SES,Marketing email
Edge-Network,vpn-05f9490,2026-06,710.9,0.0,0,180.18,VPN Gateway,Client VPN endpoint
QA-Testing,cf-03e3566,2026-06,0.0,0.0,163670923,818.35,CloudFront,CDN media distribution
Finance-Systems,s3-0ab5299,2026-06,0.0,8637.8,539865,215.94,S3,Log archive bucket
Production-Main,lam-0519516,2026-06,0.0,0.0,30750444,215.25,Lambda,Data transformer
Marketing-Platform,ddb-0fb7490,2026-06,587.3,40.9,65255836,458.82,DynamoDB,Session store table
Edge-Network,vpn-0316649,2026-06,545.5,0.0,0,276.56,VPN Gateway,Site-to-site VPN
Internal-Tools,lam-0aba667,2026-06,0.0,0.0,35895798,249.48,Lambda,API gateway handler
Partner-Integration,elb-0bca587,2026-06,806.4,0.0,11199614,163.06,ELB,Classic load balancer
Customer-Portal,vpn-0579455,2026-06,1052.8,0.0,0,266.86,VPN Gateway,Client VPN endpoint
Compliance-Audit,s3-06ca918,2026-06,0.0,48.0,24007626,156.05,S3,Static website hosting
Edge-Network,sqs-0600636,2026-06,0.0,0.0,29798364,14.9,SQS,Event notification queue
Production-Secondary,i-0453402,2026-06,1040.1,0.0,0,902.11,EC2,t3.large application server
Internal-Tools,lam-0785135,2026-06,0.0,0.0,21900807,153.3,Lambda,Data transformer
Mobile-Backend,sqs-0331305,2026-06,0.0,0.0,352789,0.18,SQS,Dead letter queue
Compliance-Audit,vpn-0617551,2026-06,856.1,0.0,0,217.01,VPN Gateway,Client VPN endpoint
ML-Training,lam-115f800,2026-06,0.0,0.0,12002405,84.02,Lambda,Notification dispatcher
Internal-Tools,cf-092d732,2026-06,0.0,0.0,101219232,506.1,CloudFront,CDN web distribution
Production-Secondary,elb-0080147,2026-06,578.3,0.0,40157388,250.58,ELB,Network load balancer
Security-Ops,ecs-08d2791,2026-06,438.1,0.0,0,799.5,ECS,Fargate API cluster
Data-Science,eks-0148786,2026-06,393.5,0.0,0,1180.63,EKS,Staging K8s cluster
Partner-Integration,s3-1146713,2026-06,0.0,8730.9,545684,218.28,S3,Log archive bucket
Compliance-Audit,sns-0566288,2026-06,0.0,0.0,16267297,8.13,SNS,Event fanout topic
Finance-Systems,eks-06ed234,2026-06,842.9,0.0,0,2528.78,EKS,Production K8s cluster
ML-Training,sqs-072e691,2026-06,0.0,0.0,533524,0.27,SQS,Dead letter queue
Production-Secondary,ec-106a729,2026-06,797.2,0.0,0,287.01,ElastiCache,Redis staging cluster
Internal-Tools,ec-04e7101,2026-06,485.6,0.0,0,349.58,ElastiCache,Redis production cluster
Partner-Integration,ec-03d2749,2026-06,531.1,0.0,0,191.18,ElastiCache,Redis staging cluster
Edge-Network,sns-0e85289,2026-06,0.0,0.0,11701901,5.85,SNS,Alert notifications
Edge-Network,ebs-0312701,2026-06,0.0,375.5,0,234.72,EBS,io2 volumes database
DevOps-Central,ddb-05d7644,2026-06,918.4,12.7,6377921,111.61,DynamoDB,Config store table
Internal-Tools,ec-02b4327,2026-06,553.7,0.0,0,398.66,ElastiCache,Redis production cluster
Production-Secondary,ecs-0c4a227,2026-06,270.3,0.0,0,493.22,ECS,Fargate batch cluster
Compliance-Audit,s3-0c98607,2026-06,0.0,690.3,1380729,60.41,S3,Artifact storage
Edge-Network,s3-1096283,2026-06,0.0,1183.5,2367277,103.55,S3,Artifact storage
Internal-Tools,s3-07ea402,2026-06,0.0,35.7,17873959,116.18,S3,Static website hosting
ML-Training,ebs-09a5794,2026-06,0.0,755.0,0,471.79,EBS,io2 volumes database
Compliance-Audit,ecs-1030728,2026-06,521.4,0.0,0,951.52,ECS,Fargate worker cluster
Edge-Network,vpn-0e76532,2026-06,517.5,0.0,0,262.38,VPN Gateway,Site-to-site VPN
Marketing-Platform,i-0a25644,2026-06,592.7,0.0,0,513.6,EC2,m5.large monitoring server
Edge-Network,i-0327476,2026-06,592.3,0.0,0,2053.25,EC2,m5.2xlarge batch processor
Partner-Integration,rds-09fc828,2026-06,809.7,562.2,0,1602.41,RDS,db.r5.large PostgreSQL replica
Shared-Services,rds-0c0c979,2026-06,564.4,391.9,0,1116.86,RDS,db.r5.large PostgreSQL replica
Customer-Portal,ses-0f91414,2026-06,0.0,0.0,1859595,2.24,SES,Transactional email
Marketing-Platform,rs-07de855,2026-06,498.8,1385.5,0,2528.51,Redshift,Data warehouse cluster
QA-Testing,lam-0aa9972,2026-06,0.0,0.0,4534126,31.96,Lambda,Image resizer
Compliance-Audit,rds-0fa3116,2026-06,1069.5,742.7,0,2116.65,RDS,db.r5.large PostgreSQL replica
Production-Main,i-0926303,2026-06,810.7,0.0,0,59.18,EC2,t3.micro bastion host
Compliance-Audit,vpn-070e694,2026-06,402.9,0.0,0,204.2,VPN Gateway,Site-to-site VPN
